COMMUNITY,RATING,DATE_RISK,COMMID,COMMTYPE,FPZONE,FMZONE,LGA,ALCOUNCIL,POPULATION,MUNSPROV,MUNSTYPE,FUELREDUC,FIREBREAK,FIREPLAN,LATITUDE,LONGITUDE
Manangoora,Moderate,2020-06-30,816,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,2.0,Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-16.0515,136.86085
Mandedjkadjang,Moderate,2020-06-30,897,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,12.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.26454,134.03056
Mandilbarreng,Low,2020-06-30,359,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,4.0,Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.27402,133.58456
Mangardubu,High,2020-06-30,361,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.0937,133.1864
Maningrida,High,2020-06-30,362,Major,No,Arnhem,West Arnhem Regional Council,Northern Land Council,2712.0,West Arnhem Regional Council,Local Government Association,Yes,Yes,No,-12.050847,134.223625
Mankorlod,Low,2020-06-30,360,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,6.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.56501,134.27067
Manmoyi,Moderate,2020-06-30,363,Minor,No,Arnhem,West Arnhem Regional Council,Northern Land Council,40.0,Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.54064,134.110013
Mantapayika,Moderate,2020-06-30,97,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.47458,130.22561
Manyallaluk,High,2020-06-30,595,Minor,No,Savanna,Roper Gulf Regional Council,Northern Land Council,108.0,Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.26649,132.82797
Maperte,Moderate,2020-06-30,902,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-22.541588,136.38103
Mapuru,Moderate,2020-06-30,524,Minor,No,Arnhem,East Arnhem Regional Council,Northern Land Council,43.0,Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.25318,135.43779
Mara,Moderate,2020-06-30,222,Town Camp,No,Savanna,Roper Gulf Regional Council,Northern Land Council,170.0,Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-16.050847,136.304736
Maria Lagoon,High,2020-06-30,618,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.29989,135.44463
Mariah,Moderate,2020-06-30,828,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.22968,132.38022
Mariniri,High,2020-06-30,994,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-16.670014,136.901403
Marla Marla,Low,2020-06-30,223,Town Camp,No,ERA,Barkly Regional Council,Central Land Council,25.0,Barkly Regional Council,Local Government Association,Yes,Yes,No,-19.655,134.179
Marlinja,Moderate,2020-06-30,252,Minor,No,Barkly,Barkly Regional Council,Northern Land Council,80.0,Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-17.37111,133.40305
Marlwon,Moderate,2020-06-30,325,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,4.0,Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.13453,133.86307
Marralum,Moderate,2020-06-30,619,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,15.0,Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-15.39109,129.25026
Marramarrani,Moderate,2020-06-30,894,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.30261,132.55341
Marraya,Moderate,2020-06-30,527,Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.83939,135.80099
Marrkalawa,Moderate,2020-06-30,899,Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,6.0,Numbulwar Homelands Council Association Inc,Aboriginal Corporation,Yes,Yes,No,-13.57423,135.7131
Marrkolidjban,Low,2020-06-30,368,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,15.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.237514,134.064458
Martjanba,Moderate,2020-06-30,528,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.17006,136.70702
Matamata,Low,2020-06-30,529,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,21.0,Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.07676,136.27125
Mataranka Town Camp,High,2020-06-30,620,Town Camp,No,ERA,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.926181,133.067375
Mawulyumanja,Moderate,2020-06-30,530,Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,10.0,GEBIE Civil and Construction Pty Ltd,Private Enterprise,Yes,Yes,No,-13.84278,136.72335
Mbalkanaka,Low,2020-06-30,101,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,2.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.95349,132.87547
Mbunghara,Moderate,2020-06-30,102,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,25.0,MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.29071,132.35891
Mcdonalds Yard,Moderate,2020-06-30,847,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,Yes,No,-17.78239,130.59211
Menngen,Moderate,2020-06-30,951,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,30.0,Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-15.356958,131.273069
Merral Ntarrakala,Low,2020-06-30,872,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,6.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.91418,132.82865
Merrepen,Moderate,2020-06-30,717,Family Outstation,No,Vernon Arafura,West Daly Regional Council,Northern Land Council,50.0,West Daly Regional Council,Local Government Association,Yes,Yes,No,-14.22128,129.96735
Mewirnbi,High,2020-06-30,372,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,15.0,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.12529,134.76806
Miali Brumby,High,2020-06-30,621,Town Camp,No,ERA,Katherine Town Council,Northern Land Council,192.0,Kalano Community Association Inc,Aboriginal Corporation,Yes,Yes,No,-14.455833,132.2589
Mikginj Valley,Moderate,2020-06-30,373,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,6.0,Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.47966,133.07465
Milibunthurra,Moderate,2020-06-30,987,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,3.0,Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-15.96231,136.42333
Milikapiti,Moderate,2020-06-30,374,Major,No,Arnhem,Tiwi Islands Regional Council,Tiwi Land Council,471.0,Tiwi Islands Regional Council,Local Government Association,Yes,Yes,No,-11.421667,130.67418
Milingimbi,Moderate,2020-06-30,531,Major,No,Arnhem,East Arnhem Regional Council,Northern Land Council,1439.0,East Arnhem Regional Council,Local Government Association,Yes,Yes,No,-12.1036,134.9201
Milmilngkan,Moderate,2020-06-30,830,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,8.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.52316,134.24731
Milyakburra,Moderate,2020-06-30,532,Major,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,161.0,East Arnhem Regional Council,Local Government Association,Yes,Yes,No,-13.78389,136.19583
Mimina,Moderate,2020-06-30,724,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,5.0,Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-16.80211,136.83428
Minjilang,Moderate,2020-06-30,375,Major,No,Arnhem,West Arnhem Regional Council,Northern Land Council,290.0,West Arnhem Regional Council,Local Government Association,Yes,Yes,No,-11.1507,132.5786
Minmarama Park,Moderate,2020-06-30,825,Town Camp,No,ERA,Darwin City Council,Northern Land Council,,QP Plumbing and Building Pty Tls,Private Enterprise,Yes,Yes,No,-12.411181,130.849181
Minyerri,High,2020-06-30,624,Major,No,Savanna,Roper Gulf Regional Council,Northern Land Council,726.0,Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-15.2216,134.0821
Mirridi,Moderate,2020-06-30,745,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.01873,130.77884
Mirrnatja,Low,2020-06-30,535,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,5.0,Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.657792,135.193069
Mistake Creek,Moderate,2020-06-30,626,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Central Land Council,4.0,Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-17.10927,129.04319
Miwul,Moderate,2020-06-30,536,Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.03209,135.91266
Mobarn,High,2020-06-30,827,Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.57939,134.35499
Mole Hill,Moderate,2020-06-30,627,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,2.0,Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.87499,133.83303
Momob,Moderate,2020-06-30,628,Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.35693,134.26915
Moolooloo,Moderate,2020-06-30,15203,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,Yes,Yes,No,-16.335589,131.515047
Mooloowa,Low,2020-06-30,990,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,5.0,Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-15.62411,137.00053
Mooronga,Low,2020-06-30,501,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,30.0,Milingimbi & Outstations Progress Resource Association Inc,Aboriginal Corporation,Yes,Yes,No,-11.92119,135.0749
Morris Gap,Moderate,2020-06-30,105,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-24.11251,131.43922
Motnas,Low,2020-06-30,106,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,6.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.949736,132.769458
Mount Barkly,Moderate,2020-06-30,109,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.61391,132.44114
Mount Catt,Moderate,2020-06-30,629,Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,10.0,Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-13.80018,134.43241
Mount Jean,Moderate,2020-06-30,957,Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.53259,134.17191
Mount Liebig,Moderate,2020-06-30,112,Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,199.0,MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-23.26605,131.27319
Mount Nancy,Moderate,2020-06-30,113,Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,24.0,Tangentyere Council Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.667514,133.870014
Mount Peachy,Moderate,2020-06-30,790,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,10.0,MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-24.39416,133.87181
Mount Twellar,Low,2020-06-30,875,Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,20.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.54198,133.62279
Mpwetyerre,Moderate,2020-06-30,108,Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,13.0,Tangentyere Council Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.716792,133.874125
Mt Eaglebeak,Low,2020-06-30,855,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,30.0,Central Desert Regional Council,Local Government Association,Yes,Yes,No,-22.9564,135.19891
Mt Maiyo,High,2020-06-30,702,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.69491,129.39755
Mu-Gurta,Moderate,2020-06-30,964,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,4.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.25897,134.50814
Muckaty,Moderate,2020-06-30,1001,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,2.0,Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-18.639319,133.895903
Mudginberri,Low,2020-06-30,380,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,60.0,Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.59772,132.87334
Mudhamul,Moderate,2020-06-30,808,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.16089,136.17208
Mulga Bore,Low,2020-06-30,118,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,60.0,Central Desert Regional Council,Local Government Association,Yes,Yes,No,-22.45139,134.20944
Mulggan,Moderate,2020-06-30,971,Town Camp,No,ERA,Roper Gulf Regional Council,Northern Land Council,150.0,Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.920042,133.073903
Mulgurram,Moderate,2020-06-30,538,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,3.0,Dinybulu Regional Services,Aboriginal Corporation,Yes,Yes,No,-12.401958,134.960847
Mulingi,Moderate,2020-06-30,884,Family Outstation,No,Vernon Arafura,West Daly Regional Council,Northern Land Council,8.0,West Daly Regional Council,Local Government Association,Yes,Yes,No,-13.92666,129.95077
Mumeka,Moderate,2020-06-30,382,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,15.0,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.36306,134.13579
Mumpumampu,Moderate,2020-06-30,630,Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.384181,135.328347
Mumukala,Moderate,2020-06-30,801,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,9.0,Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.61137,132.66648
Mungalawurru,Low,2020-06-30,248,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,10.0,North Barkly Aboriginal Corporation/ Far Northern Contractors Pty Ltd,Aboriginal Corporation,Yes,Yes,No,-19.38253,133.59552
Mungkarta,Moderate,2020-06-30,244,Minor,No,Barkly,Barkly Regional Council,Central Land Council,65.0,Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-20.33702,134.19843
Mungurrupa,Moderate,2020-06-30,647,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-20.58481,129.73313
Munji-Marla,Low,2020-06-30,215,Town Camp,No,ERA,Barkly Regional Council,Central Land Council,7.0,Barkly Regional Council,Local Government Association,Yes,Yes,No,-19.647653,134.182792
Munyalini,Moderate,2020-06-30,249,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,50.0,Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-16.09259,136.18938
Murgenella Plains,High,2020-06-30,977,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.71041,132.91239
Murranji,High,2020-06-30,858,Family Outstation,No,Savanna,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-16.83598,132.8107
Murtulki,Moderate,2020-06-30,688,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.91784,134.38936
Murun Murula,High,2020-06-30,689,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-18.49908,137.51754
Muruning,Moderate,2020-06-30,648,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,23.0,Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-15.67527,130.48457
Mutitjulu,Moderate,2020-06-30,120,Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,380.0,Mutitjulu Community Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-25.3523,131.0667
Muyin,High,2020-06-30,764,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.15972,129.00489
Myatt,Moderate,2020-06-30,678,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,63.0,Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-15.70656,130.483347
Nabarlek,High,2020-06-30,395,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.30829,133.29216
Nabbarla Kunindabba,Moderate,2020-06-30,887,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.06125,134.40225
Nadilmuk,Low,2020-06-30,886,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,5.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.99384,134.29454
Nadirri,High,2020-06-30,396,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.95376,129.76657
Naliyindi,High,2020-06-30,541,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.541958,135.178625
Nama,Moderate,2020-06-30,1026,Family Outstation,No,Vernon Arafura,West Daly Regional Council,Northern Land Council,40.0,West Daly Regional Council,Local Government Association,Yes,Yes,No,-14.22945,129.85879
Namerinni,High,2020-06-30,906,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-18.56818,133.71549
Namugardabu,High,2020-06-30,389,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.157791,134.02473
Nangak,Moderate,2020-06-30,392,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,15.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.21148,134.28387
Nangu,High,2020-06-30,393,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.37314,129.37335
Nanyingburra,Moderate,2020-06-30,543,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.76057,135.87365
Napagunpa,Moderate,2020-06-30,974,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.10426,133.61851
Natjitnama,Moderate,2020-06-30,873,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-24.021125,132.981125
Nauiyu,High,2020-06-30,397,Major,Yes,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,444.0,Victoria Daly Regional Council,Local Government Association,Yes,Yes,No,-13.750542,130.688931
Ndjudda,Moderate,2020-06-30,341,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.98809,134.247725
Nemarluk,Moderate,2020-06-30,716,Family Outstation,No,Vernon Arafura,West Daly Regional Council,Northern Land Council,23.0,West Daly Regional Council,Local Government Association,Yes,Yes,No,-14.24122,130.00325
New Bore,Moderate,2020-06-30,121,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,4.0,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.22172,131.32769
New Ilparpa,Low,2020-06-30,47,Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,52.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.765764,133.870681
Ngadumiyerrka,Low,2020-06-30,545,Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,19.0,GEBIE Civil and Construction Pty Ltd,Private Enterprise,Yes,Yes,No,-13.820014,136.456403
Ngalpa Ngalpa,Low,2020-06-30,246,Town Camp,No,ERA,Barkly Regional Council,Central Land Council,67.0,Barkly Regional Council,Local Government Association,Yes,Yes,No,-19.635292,134.193625
Ngangalala,Moderate,2020-06-30,542,Minor,No,Arnhem,East Arnhem Regional Council,Northern Land Council,64.0,Dinybulu Regional Services,Aboriginal Corporation,Yes,Yes,No,-12.298347,134.992236
Ngangurr,Moderate,2020-06-30,16207,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.2236,129.9158
Ngankiritja,Low,2020-06-30,765,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,8.0,MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.46459,131.87969
Nganmarriyanga,High,2020-06-30,404,Major,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,458.0,Victoria Daly Regional Council,Local Government Association,Yes,Yes,No,-14.351111,129.87889
Ngappamilarnu,Moderate,2020-06-30,731,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.86188,133.27846
Ngardinitchi,High,2020-06-30,430,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.19288,129.48431
Ngarilikirlangu,Moderate,2020-06-30,23746,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-22.12594,131.77302
Ngarinthi,High,2020-06-30,913,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.46204,129.42257
Ngarlu Ngarlu,High,2020-06-30,969,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.86629,133.40906
Ngarnka,Moderate,2020-06-30,869,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-20.17566,129.90876
Ngayawilli,Low,2020-06-30,544,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,6.0,Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.9943,135.5745
Ngilipitji,High,2020-06-30,546,Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.54468,135.52562
Ngipin,Moderate,2020-06-30,802,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.60003,133.45832
Ngkwarlerlanem,High,2020-06-30,126,Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.72741,134.79113
Ngukurr,Moderate,2020-06-30,633,Major,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,1350.0,Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.7317,134.7321
Nguman,High,2020-06-30,125,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.54219,129.75694
Ngunarra,High,2020-06-30,16214,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-18.6408,135.9522
Ngunga,Low,2020-06-30,24900,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,3.0,MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.264842,131.254497
Ngunthak,High,2020-06-30,915,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.40445,129.36183
Ngurrara,Moderate,2020-06-30,907,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,8.0,Manungurra Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-19.42135,135.40553
Ngurrutiji,Moderate,2020-06-30,16217,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-20.1167,134.5167
Ngutjul,High,2020-06-30,763,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.29677,129.46752
Nguyarramini,Low,2020-06-30,839,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,20.0,Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-20.08713,134.38577
Nikawu,Moderate,2020-06-30,547,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.089619,135.545453
